SUBDIVISION,YEAR,Jan-Feb,Mar-May,June-September,Oct-Dec,ANNUAL
East Rajasthan,1973,6.5,13.5,919.6,8.6,948.2
East Rajasthan,1974,0,18.7,513,80.2,611.9
East Rajasthan,1975,1.7,3.9,849.6,42.7,897.9
East Rajasthan,1976,15.1,13.7,736.2,50.4,815.4
East Rajasthan,1977,13.1,25.4,845.8,3.2,887.5
East Rajasthan,1978,10.6,6.6,691.7,18.3,727.2
East Rajasthan,1979,32.4,20.2,398.5,64.1,515.2
East Rajasthan,1980,1.2,5.4,522.7,18.1,547.4
East Rajasthan,1981,5.2,12.6,563.5,34,615.3
East Rajasthan,1982,21.1,55.7,520.4,63.1,660.3
East Rajasthan,1983,5.2,61.4,696.8,31.9,795.3
East Rajasthan,1984,1.5,0.6,561.2,0.1,563.4
East Rajasthan,1985,1,10.5,480.3,96.3,588.1
East Rajasthan,1986,25,26.1,532.2,6.7,590
East Rajasthan,1987,15.8,22.5,355.4,42.2,435.9
East Rajasthan,1988,3.3,12.9,612.8,11.1,640.1
East Rajasthan,1989,6.9,2.7,499.9,1,510.5
East Rajasthan,1990,27.5,20.6,720,12,780.1
East Rajasthan,1991,2.7,14.4,550.2,11.4,578.7
East Rajasthan,1992,9.4,13.8,648.9,51.4,723.5
East Rajasthan,1993,9,12.5,567.3,6.4,595.2
East Rajasthan,1994,24.2,12.1,802.5,0.4,839.2
East Rajasthan,1995,32.7,8.5,701.2,11.8,754.2
East Rajasthan,1996,9,12.9,680.2,13.5,715.6
East Rajasthan,1997,1,26.1,470.6,76.1,573.8
East Rajasthan,1998,1.8,9.3,425.2,39.4,475.7
East Rajasthan,1999,6.5,6.5,379.9,15.6,408.5
East Rajasthan,2000,0.9,23.7,415,0.5,440.1
East Rajasthan,2001,1,29.6,505.7,15,551.3
East Rajasthan,2002,12.6,9.9,256.7,6.1,285.3
East Rajasthan,2003,25.5,4.2,594.5,2.4,626.6
East Rajasthan,2004,2.5,11.5,564.2,28,606.2
East Rajasthan,2005,4,16.7,547.1,0,567.8
East Rajasthan,2006,0,25.4,720.1,3,748.5
East Rajasthan,2007,17.5,17.6,540,0.5,575.6
East Rajasthan,2008,0.1,31.6,607.3,5.5,644.5
East Rajasthan,2009,0.7,8.3,386.8,18.4,414.2
East Rajasthan,2010,4.3,1.6,628.3,55.3,689.5
East Rajasthan,2011,11.2,5.8,785,0,802
East Rajasthan,2012,1.9,13.1,678,0.6,693.6
East Rajasthan,2013,23.1,4.6,776.1,32.2,836
East Rajasthan,2014,38.4,22.1,618.5,4.3,683.3
East Rajasthan,2015,12.2,75.3,556.9,6.3,650.7
East Rajasthan,2016,1,13.3,813.7,32.6,860.6
East Rajasthan,2017,8.4,21.3,566.9,3.8,600.4
West Madhya Pradesh,1901,31.6,10.7,667.9,8,718.2
West Madhya Pradesh,1902,30.5,7.9,811.3,62.1,911.8
West Madhya Pradesh,1903,5.3,22.3,866.8,55.1,949.5
West Madhya Pradesh,1904,18.7,26.8,714.1,14.7,774.3
West Madhya Pradesh,1905,7.9,4.9,683.5,0.3,696.6
West Madhya Pradesh,1906,11,7.3,989.3,2.6,1010.2
West Madhya Pradesh,1907,30.3,15.7,596.7,7.8,650.5
West Madhya Pradesh,1908,12.7,13.5,803.7,2.7,832.6
West Madhya Pradesh,1909,5.6,35,760.9,28.8,830.3
West Madhya Pradesh,1910,1.5,1.3,872.5,84.1,959.4
West Madhya Pradesh,1911,16.7,4.3,599.8,55.5,676.3
West Madhya Pradesh,1912,10.5,2.7,729.5,64.5,807.2
West Madhya Pradesh,1913,7.6,31.2,737.6,14.1,790.5
West Madhya Pradesh,1914,2.6,24.9,790.2,18.7,836.4
West Madhya Pradesh,1915,34,46.3,608.5,83.9,772.7
West Madhya Pradesh,1916,8.6,17.9,1090.3,102.3,1219.1
West Madhya Pradesh,1917,31.4,69.1,1114.3,94.5,1309.3
West Madhya Pradesh,1918,1.8,12.3,478.2,17.2,509.5
West Madhya Pradesh,1919,45.5,15.5,1109.1,62.8,1232.9
West Madhya Pradesh,1920,55.1,25.7,634,0,714.8
West Madhya Pradesh,1921,28.9,0,778.3,1.3,808.5
West Madhya Pradesh,1922,35,6.7,833.5,42.9,918.1
West Madhya Pradesh,1923,3.6,14.5,1043.5,9.5,1071.1
West Madhya Pradesh,1924,15.3,3.1,924.8,87.9,1031.1
West Madhya Pradesh,1925,0,34.9,610.2,48.3,693.4
West Madhya Pradesh,1926,16.8,19.8,862.7,14.5,913.8
West Madhya Pradesh,1927,1.7,8.6,704.3,158.2,872.8
West Madhya Pradesh,1928,32.3,5.3,737.7,120.4,895.7
West Madhya Pradesh,1929,15.1,5.6,700.8,7.1,728.6
West Madhya Pradesh,1930,3.3,7.3,839.8,37.8,888.2
West Madhya Pradesh,1931,3.6,2,979.9,146.2,1131.7
West Madhya Pradesh,1932,2.9,17.1,942.1,26.2,988.3
West Madhya Pradesh,1933,5.2,50.5,1113.3,42.6,1211.6
West Madhya Pradesh,1934,7,6.9,1118.5,32.5,1164.9
West Madhya Pradesh,1935,8.2,8.5,826.6,27.9,871.2
West Madhya Pradesh,1936,8.6,31.2,755,106.3,901.1
West Madhya Pradesh,1937,13.1,17.8,985.4,37.2,1053.5
West Madhya Pradesh,1938,8.7,26.8,896.5,69,1001
West Madhya Pradesh,1939,7.1,8.7,780.9,5.9,802.6
West Madhya Pradesh,1940,14.9,18.7,963.1,68.2,1064.9
West Madhya Pradesh,1941,39.1,8.3,691.1,0.9,739.4
West Madhya Pradesh,1942,56.5,3.4,1130.2,11.6,1201.7
West Madhya Pradesh,1943,25.1,28.7,848.4,60.6,962.8
West Madhya Pradesh,1944,30.6,37.5,1226.7,52.9,1347.7
West Madhya Pradesh,1945,22.2,6.8,1014.7,3.6,1047.3
West Madhya Pradesh,1946,10.9,6.3,1086.1,147.4,1250.7
West Madhya Pradesh,1947,22.2,8,1000.3,34.2,1064.7
West Madhya Pradesh,1948,43.3,2.3,1123,79.1,1247.7
West Madhya Pradesh,1949,3.4,20.4,889.1,53.2,966.1
West Madhya Pradesh,1950,4.4,21.1,859.1,19.8,904.4
West Madhya Pradesh,1951,5.7,10,610.7,23.3,649.7
West Madhya Pradesh,1952,9.6,4.2,806.5,9,829.3
West Madhya Pradesh,1953,19.1,3.1,756.9,14.6,793.7
West Madhya Pradesh,1954,24.2,6.5,1052.6,17.2,1100.5
West Madhya Pradesh,1955,29,3.6,977.1,139.5,1149.2
West Madhya Pradesh,1956,11.7,53,886.8,114.3,1065.8
West Madhya Pradesh,1957,12.6,40,765.1,15.3,833
West Madhya Pradesh,1958,4.5,5.5,1021.2,68.5,1099.7
West Madhya Pradesh,1959,23.1,26.2,1054.5,77.7,1181.5
West Madhya Pradesh,1960,25.2,20.4,782.2,54.7,882.5
West Madhya Pradesh,1961,23.8,8.1,1263.5,138.1,1433.5
West Madhya Pradesh,1962,11.6,20.3,845.4,28.6,905.9
West Madhya Pradesh,1963,11.6,9.4,824.7,59.6,905.3
West Madhya Pradesh,1964,0,9.9,866,4,879.9
West Madhya Pradesh,1965,5.5,4.2,568.4,16.5,594.6
West Madhya Pradesh,1966,4.9,5.1,641.5,28.5,680
West Madhya Pradesh,1967,0,35.3,825.4,84.9,945.6
West Madhya Pradesh,1968,11.2,11.1,824.5,14.5,861.3
West Madhya Pradesh,1969,6,1,1063.7,46.1,1116.8
West Madhya Pradesh,1970,32,21,1053.3,6.8,1113.1
West Madhya Pradesh,1971,7.4,21.7,1060.7,45.8,1135.6
West Madhya Pradesh,1972,3.8,2.1,749.2,15.1,770.2
West Madhya Pradesh,1973,5.3,2.9,1362.5,36.2,1406.9
West Madhya Pradesh,1974,0.8,15.6,768.5,91.7,876.6
West Madhya Pradesh,1975,4.6,4.2,1004.6,51.3,1064.7
West Madhya Pradesh,1976,8,15.6,954,50,1027.6
West Madhya Pradesh,1977,7.8,18.2,927.5,49.3,1002.8
West Madhya Pradesh,1978,19.2,9.5,927.8,46.7,1003.2
West Madhya Pradesh,1979,56.5,18,600.7,106.6,781.8
West Madhya Pradesh,1980,1.1,1.6,837.2,34.1,874
West Madhya Pradesh,1981,4.7,20.9,806.5,58.1,890.2
West Madhya Pradesh,1982,49.5,14.2,784.7,85.7,934.1
West Madhya Pradesh,1983,5.4,27.7,982.4,56.3,1071.8
West Madhya Pradesh,1984,21.3,0.1,825.1,13,859.5
West Madhya Pradesh,1985,2.1,8.9,705.9,157.8,874.7
West Madhya Pradesh,1986,50,8,871.3,7.8,937.1
West Madhya Pradesh,1987,38.9,7.7,658.9,78.5,784
West Madhya Pradesh,1988,4.1,12,875,60,951.1
West Madhya Pradesh,1989,2.5,12.5,738,5.4,758.4
West Madhya Pradesh,1990,10,31.7,1068.7,33.6,1144
West Madhya Pradesh,1991,3.7,5.9,728.4,7.4,745.4
West Madhya Pradesh,1992,0.3,6,683.1,64.9,754.3
West Madhya Pradesh,1993,5,10.7,988.6,27.5,1031.8
West Madhya Pradesh,1994,20.1,7,1147,5.5,1179.6
West Madhya Pradesh,1995,15.5,18.3,803.1,27.7,864.6
West Madhya Pradesh,1996,15,4,1008.1,58.4,1085.5
West Madhya Pradesh,1997,3,6.4,867.6,181.4,1058.4
West Madhya Pradesh,1998,3.1,11.4,866.9,45.5,926.9
West Madhya Pradesh,1999,31.9,4.5,929.8,86.5,1052.7
West Madhya Pradesh,2000,21.7043738,30.3,581.7,1.4,635.1043738
West Madhya Pradesh,2001,2.1,23.5,699.2,62.2,787
West Madhya Pradesh,2002,20.1,7.1,644.5,12.6,684.3
West Madhya Pradesh,2003,22.2,1.4,919.1,3.6,946.3
West Madhya Pradesh,2004,16.8,5.2,779.3,46.7,848
West Madhya Pradesh,2005,16.8,20.3,712.5,2.7,752.3
West Madhya Pradesh,2006,0,70.4,1073.5,25.3,1169.2
West Madhya Pradesh,2007,13.2,17.8,764.4,11.1,806.5
West Madhya Pradesh,2008,0.4,8.8,761.5,20.4,791.1
West Madhya Pradesh,2009,5.5,7.9,689.4,174.1,876.9
West Madhya Pradesh,2010,7.6,1.3,748.3,19,776.2
West Madhya Pradesh,2011,1.7,5.5,1056.5,0.2,1063.9
West Madhya Pradesh,2012,6.2,4,1022.9,2.1,1035.2
West Madhya Pradesh,2013,32.8,11.7,1280.3,71.4,1396.2
West Madhya Pradesh,2014,60,7.4,771.6,25.8,864.8
West Madhya Pradesh,2015,46.6,68.8,914.5,12.3,1042.2
West Madhya Pradesh,2016,5.4,12.4,1039.6,40.6,1098
West Madhya Pradesh,2017,6.5,8.6,737.9,15.9,768.9
East Madhya Pradesh,1901,86.6,32.6,1207.6,5.9,1332.7
East Madhya Pradesh,1902,23.8,6.3,903.5,50.7,984.3
East Madhya Pradesh,1903,8.5,38.7,953,177.9,1178.1
East Madhya Pradesh,1904,17.3,56.8,1005.3,64.9,1144.3
East Madhya Pradesh,1905,23.9,36.8,821,4.5,886.2
East Madhya Pradesh,1906,40.4,34.3,1277.4,17.6,1369.7
East Madhya Pradesh,1907,110.1,40.1,845.2,14.2,1009.6
East Madhya Pradesh,1908,35.2,14.2,1362.7,18.4,1430.5
East Madhya Pradesh,1909,36.1,83.9,959.6,42.4,1122
East Madhya Pradesh,1910,10.1,12.4,1082.4,117.3,1222.2
East Madhya Pradesh,1911,23.5,20.6,1039.6,113.4,1197.1
East Madhya Pradesh,1912,54.4,8.1,1035.3,52.7,1150.5
East Madhya Pradesh,1913,59.7,46.9,808.5,21.1,936.2
East Madhya Pradesh,1914,9.4,97.2,1130.3,13.1,1250
East Madhya Pradesh,1915,52.9,71.3,1132.5,125.7,1382.4
East Madhya Pradesh,1916,26.6,8.6,1242.4,202.6,1480.2
East Madhya Pradesh,1917,45.1,95,1432.4,66.8,1639.3
East Madhya Pradesh,1918,7.7,32.6,859.8,30.4,930.5
East Madhya Pradesh,1919,150.4,43.2,1457.3,96.4,1747.3
East Madhya Pradesh,1920,13.9,36,849.6,0.1,899.6
East Madhya Pradesh,1921,27.8,0.5,1102.8,0.9,1132
East Madhya Pradesh,1922,45.2,3.9,1144,44.8,1237.9
East Madhya Pradesh,1923,14.9,24.4,1363.6,40.9,1443.8
East Madhya Pradesh,1924,38.4,9.7,1213.1,54.2,1315.4
East Madhya Pradesh,1925,0.1,30,1258.5,65.8,1354.4
East Madhya Pradesh,1926,24.2,121.2,1443.6,138,1727
East Madhya Pradesh,1927,27.1,48.7,1006.9,153.2,1235.9
East Madhya Pradesh,1928,68.5,12.6,875.8,150.1,1107
East Madhya Pradesh,1929,47.4,13.1,1121.4,65.6,1247.5
East Madhya Pradesh,1930,5.6,41.2,1109.5,47.6,1203.9
East Madhya Pradesh,1931,43.2,15.5,1113.1,170.4,1342.2
East Madhya Pradesh,1932,22.5,22.6,1080.4,25.6,1151.1
East Madhya Pradesh,1933,52.4,122.5,1119.9,73.6,1368.4
East Madhya Pradesh,1934,16,12.9,1391.4,52.9,1473.2
East Madhya Pradesh,1935,38.7,19.8,1205.9,15.5,1279.9
East Madhya Pradesh,1936,41.8,48.1,1287.4,126.9,1504.2
East Madhya Pradesh,1937,59.8,57.1,1176.5,104.7,1398.1
East Madhya Pradesh,1938,63.8,31.3,1184.3,94.3,1373.7
East Madhya Pradesh,1939,55.7,26.4,1257.3,7.9,1347.3
East Madhya Pradesh,1940,19.3,33.2,1077.1,63.2,1192.8
East Madhya Pradesh,1941,65.7,26.4,726.7,9.3,828.1
East Madhya Pradesh,1942,120.6,16.1,1350.3,21.3,1508.3
East Madhya Pradesh,1943,117.4,39.2,1165.8,60.1,1382.5
East Madhya Pradesh,1944,98,99.8,1166.8,62.5,1427.1
East Madhya Pradesh,1945,43.2,36,1178.2,28.8,1286.2
East Madhya Pradesh,1946,23.2,22.5,1298.7,150.1,1494.5
East Madhya Pradesh,1947,77,23.7,1287.5,31.4,1419.6
East Madhya Pradesh,1948,77.1,8,1219,126.4,1430.5
East Madhya Pradesh,1949,17.4,28.6,1064.3,125.1,1235.4
East Madhya Pradesh,1950,42.8,40.1,1059.1,35.9,1177.9
East Madhya Pradesh,1951,40.3,70.9,1028.3,35.9,1175.4
East Madhya Pradesh,1952,28.2,14.3,1100.6,12.3,1155.4
East Madhya Pradesh,1953,21.2,9.1,959.8,16.9,1007
East Madhya Pradesh,1954,28.8,9.6,1031.7,6.4,1076.5
East Madhya Pradesh,1955,73.9,8,1219.4,119.6,1420.9
East Madhya Pradesh,1956,19.6,34.2,1313.3,148.8,1515.9
East Madhya Pradesh,1957,21.7,87.9,884.1,7.1,1000.8
East Madhya Pradesh,1958,25.1,21.5,1011.7,113.2,1171.5
East Madhya Pradesh,1959,52.9,39.7,1147.6,62,1302.2
East Madhya Pradesh,1960,46.9,32.1,1067.4,105.6,1252
East Madhya Pradesh,1961,40.2,18,1453.6,86.9,1598.7
East Madhya Pradesh,1962,35.9,40.5,937.9,54.1,1068.4
East Madhya Pradesh,1963,20.7,32.6,1030.1,36.8,1120.2
East Madhya Pradesh,1964,8.3,6,1150.6,22.4,1187.3
East Madhya Pradesh,1965,5.5,28.4,643.6,20.4,697.9
East Madhya Pradesh,1966,17,10.2,777.1,45,849.3
East Madhya Pradesh,1967,0.2,56.5,1258.2,92.9,1407.8
East Madhya Pradesh,1968,47.8,13.5,890.5,21.9,973.7
East Madhya Pradesh,1969,11,11.5,1186.2,33.2,1241.9
East Madhya Pradesh,1970,90,50.2,1198.5,3.6,1342.3
East Madhya Pradesh,1971,42.9,55,1310,110.9,1518.8
East Madhya Pradesh,1972,10.8,2.6,958.3,66.5,1038.2
East Madhya Pradesh,1973,30.3,2.2,1130.6,89.3,1252.4
East Madhya Pradesh,1974,7,5.6,877,81.6,971.2
East Madhya Pradesh,1975,23.1,14.6,1302.5,94.1,1434.3
East Madhya Pradesh,1976,15.9,30.9,995.4,13.5,1055.7
East Madhya Pradesh,1977,14.9,19.7,1204.4,133.2,1372.2
East Madhya Pradesh,1978,95.9,35.7,1191.7,69.2,1392.5
East Madhya Pradesh,1979,92.9,14.1,633.9,68.8,809.7
East Madhya Pradesh,1980,13.5,5.9,1313.7,36,1369.1
East Madhya Pradesh,1981,14.7,41.2,954.9,25.3,1036.1
East Madhya Pradesh,1982,99.4,32.8,1114.8,50.2,1297.2
East Madhya Pradesh,1983,22.9,18.4,1165.2,69,1275.5
East Madhya Pradesh,1984,91.3,5.4,997.7,16.3,1110.7
East Madhya Pradesh,1985,48.9,9,960.2,97.2,1115.3
East Madhya Pradesh,1986,110.7,32.8,829.5,56.2,1029.2
East Madhya Pradesh,1987,82.6,16.3,915.3,101.9,1116.1
East Madhya Pradesh,1988,24.7,14.3,1008.4,22.1,1069.5
East Madhya Pradesh,1989,0.4,21.9,872.2,26.5,921
East Madhya Pradesh,1990,31.9,36.3,1266.9,44.8,1379.9
East Madhya Pradesh,1991,11.3,22.1,973.3,10.1,1016.8
East Madhya Pradesh,1992,0,8,1035.1,8,1051.1
East Madhya Pradesh,1993,12.2,22.3,1062.5,21.8,1118.8
East Madhya Pradesh,1994,20.2,10.9,1477.5,25.2,1533.8
East Madhya Pradesh,1995,33,52.3,926.9,20.1,1032.3
East Madhya Pradesh,1996,55,6.3,878.1,47.3,986.7
East Madhya Pradesh,1997,4,11.3,1101.1,240.6,1357
East Madhya Pradesh,1998,35.4,32.2,892,53.8,1013.4
East Madhya Pradesh,1999,22.7,4.8,1337.4,79,1443.9
East Madhya Pradesh,2000,0.1,7.6,864.8,1.8,874.3
East Madhya Pradesh,2001,3.1,37.8,1018.2,111,1170.1
East Madhya Pradesh,2002,31.4,6.6,862.1,49.9,950
East Madhya Pradesh,2003,60.3,3.6,1350.2,23.9,1438
East Madhya Pradesh,2004,20.2,5.6,900.2,29.3,955.3
East Madhya Pradesh,2005,45.8,72.5,1216.1,32,1366.4
East Madhya Pradesh,2006,0,82.5,832.5,28.3,943.3
East Madhya Pradesh,2007,33.3,17.7,575.3,27.4,653.7
East Madhya Pradesh,2008,5.5,16.7,962.1,18.9,1003.2
East Madhya Pradesh,2009,15.8,8.2,752.9,167.1,944
East Madhya Pradesh,2010,13.3,2.5,907,37.8,960.6
East Madhya Pradesh,2011,2.5,12.1,1259.5,1.1,1275.2
East Madhya Pradesh,2012,40.1,2.9,991,19.2,1053.2
East Madhya Pradesh,2013,45.4,23.9,1326.9,125.7,1521.9
East Madhya Pradesh,2014,81.8,25.4,746.6,71.2,925
East Madhya Pradesh,2015,48.3,105.5,745.1,40.3,939.2
East Madhya Pradesh,2016,22.3,35.6,1253.1,29,1340
East Madhya Pradesh,2017,11.3,13.4,795.9,19.5,840.1
Gujarat Region,1901,4.2,9.2,524,16.9,554.3
Gujarat Region,1902,3.9,1.6,842.8,15.7,864
Gujarat Region,1903,0.4,13.7,868.2,5.4,887.7
Gujarat Region,1904,11.4,20.9,452.9,7.4,492.6
Gujarat Region,1905,0.8,1.4,807.6,1.7,811.5
Gujarat Region,1906,12.7,0.1,870.9,6.8,890.5
Gujarat Region,1907,14.9,2.7,979.3,0,996.9
Gujarat Region,1908,5.5,0.3,1020.7,1,1027.5
Gujarat Region,1909,0.6,8.2,962,7,977.8
Gujarat Region,1910,0.6,0.1,936,37.9,974.6
Gujarat Region,1911,3.5,19.8,375.8,4.4,403.5
Gujarat Region,1912,0.1,0.8,1060,57.7,1118.6
Gujarat Region,1913,0,13.6,1147.5,1.5,1162.6
Gujarat Region,1914,3.7,5.6,1083.7,14.5,1107.5
Gujarat Region,1915,9.4,16,426.6,115.3,567.3
Gujarat Region,1916,0,9,907.5,36.4,952.9
Gujarat Region,1917,7.8,103.6,1179.8,233.7,1524.9
Gujarat Region,1918,0.4,12.3,379.3,0.7,392.7
Gujarat Region,1919,6.2,3.4,1005.2,52.6,1067.4
Gujarat Region,1920,45.9,63.4,599.5,0,708.8
Gujarat Region,1921,0.8,0,1171.3,0.6,1172.7
Gujarat Region,1922,2.1,0,866.7,9.8,878.6
Gujarat Region,1923,5.2,10.1,537,0.9,553.2
Gujarat Region,1924,1.4,5.9,880.3,22,909.6
Gujarat Region,1925,0,25.9,559.9,7.2,593
Gujarat Region,1926,6.5,11.4,1256.3,0.2,1274.4
Gujarat Region,1927,4.9,2.1,1355.8,59.3,1422.1
Gujarat Region,1928,0.2,0,783,37.8,821
Gujarat Region,1929,1.9,6.4,648.6,19.4,676.3
Gujarat Region,1930,2.2,1.4,841.9,49.1,894.6
Gujarat Region,1931,0.1,1.7,983.6,119.1,1104.5
Gujarat Region,1932,0,1.6,873.7,31.3,906.6
Gujarat Region,1933,3.4,48.5,1060.7,24.4,1137
Gujarat Region,1934,0.1,1,959.9,18.5,979.5
Gujarat Region,1935,7.3,2,733.1,14.6,757
Gujarat Region,1936,1.8,2.1,551.5,53.8,609.2
Gujarat Region,1937,4,0.3,1190.5,8.2,1203
Gujarat Region,1938,0.1,15.8,768.5,30.3,814.7
Gujarat Region,1939,1.1,3.1,597.5,3.9,605.6
Gujarat Region,1940,15.7,13.6,722.5,118.2,870
Gujarat Region,1941,13.5,1.7,942.8,3.7,961.7
Gujarat Region,1942,15.7,9,1161.6,0.3,1186.6
Gujarat Region,1943,0.1,19.6,850.1,43,912.8
Gujarat Region,1944,2.9,9.7,1310.9,16.9,1340.4
Gujarat Region,1945,7,2.6,1264.5,2.7,1276.8
Gujarat Region,1946,2.1,5.3,1099.2,41,1147.6
Gujarat Region,1947,0.4,40.4,731.9,10.6,783.3
Gujarat Region,1948,12.1,0.7,417.1,43.9,473.8
Gujarat Region,1949,0.1,2.5,771.8,26,800.4
Gujarat Region,1950,0,0.1,1125.9,3.3,1129.3
Gujarat Region,1951,0,2.8,454.1,21.5,478.4
Gujarat Region,1952,0,0.2,774.4,1.8,776.4
Gujarat Region,1953,12.6,0.4,1041,1.4,1055.4
Gujarat Region,1954,2.1,5.7,1205.4,34.7,1247.9
Gujarat Region,1955,0.4,3.9,919.7,51.5,975.5
Gujarat Region,1956,0.1,26.6,1229,111,1366.7
Gujarat Region,1957,2.3,5.9,623.7,15.9,647.8
Gujarat Region,1958,1,2.1,1063.2,57,1123.3
Gujarat Region,1959,0,4.2,1430,126.4,1560.6
Gujarat Region,1960,1.6,8.2,633.4,6.4,649.6
Gujarat Region,1961,0.6,0.6,927.6,16.2,945
Gujarat Region,1962,0,5,756.2,11.8,773
Gujarat Region,1963,1.4,1.5,935.3,59.5,997.7
Gujarat Region,1964,0.1,4,888.1,0.5,892.7
Gujarat Region,1965,7.4,2.3,643.6,3.5,656.8
Gujarat Region,1966,0.2,0.5,694.6,1.2,696.5
Gujarat Region,1967,0,42.7,873.8,22.1,938.6
Gujarat Region,1968,0.4,1.3,655.8,10.4,667.9
Gujarat Region,1969,0.2,0,778.3,10.4,788.9
Gujarat Region,1970,1.2,5.5,1341.4,5.8,1353.9
Gujarat Region,1971,0.1,5.3,758.8,5,769.2
Gujarat Region,1972,2.1,1.8,499.6,0.2,503.7
Gujarat Region,1973,0.9,1.4,1150.2,7.2,1159.7
Gujarat Region,1974,0,51.9,329.3,40.1,421.3
Gujarat Region,1975,0,0.8,1143.6,48.2,1192.6
Gujarat Region,1976,3.2,0.2,1558.8,57.9,1620.1
Gujarat Region,1977,4,15.7,1278.3,9.6,1307.6
Gujarat Region,1978,1.1,2.3,894.2,38.2,935.8
Gujarat Region,1979,5.6,0.3,794.1,104.4,904.4
Gujarat Region,1980,0.1,0.1,803.1,18.8,822.1
Gujarat Region,1981,1.3,1.1,1040.5,71.3,1114.2
Gujarat Region,1982,0.5,48.5,606.1,103.1,758.2
Gujarat Region,1983,0.1,9.3,1124.8,79.8,1214
Gujarat Region,1984,0,0,846.3,7.4,853.7
Gujarat Region,1985,0,2.9,462.5,124.3,589.7
Gujarat Region,1986,0,2.1,497.2,2.6,501.9
Gujarat Region,1987,0.9,0.3,375.3,25.3,401.8
Gujarat Region,1988,0,2.5,1083.7,11.2,1097.4
Gujarat Region,1989,1.3,0.1,820,1.5,822.9
Gujarat Region,1990,3.3,33.1,1057.3,24.6,1118.3
Gujarat Region,1991,0,0,672,0.7,672.7
Gujarat Region,1992,0.8,0.9,877.6,21.7,901
Gujarat Region,1993,1.7,0.1,907.9,31.6,941.3
Gujarat Region,1994,7.2,0.1,1525.1,2.1,1534.5
Gujarat Region,1995,2.2,0.2,657.9,23.9,684.2
Gujarat Region,1996,1,0,878.3,23.4,902.7
Gujarat Region,1997,0.7,7.1,1051.3,9.9,1069
Gujarat Region,1998,0.1,0,966.7,103.2,1070
Gujarat Region,1999,2,7.4,489.7,69.5,568.6
Gujarat Region,2000,0.1,36.1,510.5,3.8,550.5
Gujarat Region,2001,6.1,2.3,811.5,29.1,849
Gujarat Region,2002,4.1,0.1,632.2,0.8,637.2
Gujarat Region,2003,6.1,0.1,1152.1,1.9,1160.2
Gujarat Region,2004,0,4.4,979.2,22.2,1005.8
Gujarat Region,2005,0,0.3,1314.6,1.4,1316.3
Gujarat Region,2006,0,1,1464.9,12.1,1478
Gujarat Region,2007,0.5,0.3,1176.8,1.4,1179
Gujarat Region,2008,0,3.2,893.9,14,911.1
Gujarat Region,2009,0,0.3,605.7,35.5,641.5
Gujarat Region,2010,0.2,0,1035.1,53.4,1088.7
Gujarat Region,2011,0.2,0,889.7,0.4,890.3
Gujarat Region,2012,0.1,0,706.7,7.1,713.9
Gujarat Region,2013,0.9,4.7,1059.5,53.3,1118.4
Gujarat Region,2014,5.8,2.5,692.8,4.6,705.7
Gujarat Region,2015,1.8,12.5,606.2,2.5,623
Gujarat Region,2016,0,1,696.8,66.9,764.7
Gujarat Region,2017,0,0.2,997.7,26.5,1024.4
Saurashtra & Kutch,1901,1.9,3.5,171.4,4.5,181.3
Saurashtra & Kutch,1902,0.1,1.6,391.2,8.1,401
Saurashtra & Kutch,1903,0.5,4.8,506.4,11.1,522.8
Saurashtra & Kutch,1904,7.2,17.5,159,2,185.7
Saurashtra & Kutch,1905,2.5,1,286,0.4,289.9
Saurashtra & Kutch,1906,29.1,0,495.8,15.5,540.4
Saurashtra & Kutch,1907,19.7,2.7,487.1,0,509.5
Saurashtra & Kutch,1908,3.6,0,524.2,0.1,527.9
Saurashtra & Kutch,1909,3.7,4.6,569.1,9,586.4
Saurashtra & Kutch,1910,0.3,0.9,544.8,3.8,549.8
Saurashtra & Kutch,1911,1.5,36,102,0.8,140.3
Saurashtra & Kutch,1912,0,1.5,645,6.1,652.6
Saurashtra & Kutch,1913,0,0.8,750.4,0.6,751.8
Saurashtra & Kutch,1914,9.8,5.3,553.9,8.3,577.3
Saurashtra & Kutch,1915,2.6,16.4,176,50.8,245.8
Saurashtra & Kutch,1916,0,2.7,463.9,29.3,495.9
Saurashtra & Kutch,1917,3.6,58.5,616.1,208.5,886.7
Saurashtra & Kutch,1918,0,5,112.5,0.2,117.7
Saurashtra & Kutch,1919,7.5,2,406.1,29.5,445.1
Saurashtra & Kutch,1920,17,21.2,451.8,0,490
Saurashtra & Kutch,1921,0,0,595.1,2.9,598
Saurashtra & Kutch,1922,0,1.1,330.2,3.4,334.7
Saurashtra & Kutch,1923,11.4,3.2,189.5,0.8,204.9
Saurashtra & Kutch,1924,0.1,6.8,303,0.7,310.6
Saurashtra & Kutch,1925,0,11.7,317.2,11.8,340.7
Saurashtra & Kutch,1926,6,24.6,869.2,1.7,901.5
Saurashtra & Kutch,1927,8.8,2,598.1,30.6,639.5
Saurashtra & Kutch,1928,0.6,0.2,388.9,37.2,426.9
Saurashtra & Kutch,1929,5.1,3.6,382.7,30.3,421.7
Saurashtra & Kutch,1930,5.3,1.9,425.8,17.2,450.2
Saurashtra & Kutch,1931,0.8,3.2,263.1,62.6,329.7
Saurashtra & Kutch,1932,0,0.3,457.1,35,492.4
Saurashtra & Kutch,1933,4.5,116.5,628.7,8.3,758
